Sum of receipts,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Grand Total
DNTAL-UNIV/LOCL NON IRS DEPNDS,,,,,,,,,,,,,3738549.52,4609829.39,4740785.97,5028167.1,5000878.98,2997960.13,5218627.35,4777737.34,4792678.3,4451670.55,3649838.82,4345184.06,4814269.68,7009653.77,65175830.96
DRUG ASSET FORFEITURE,3764095.98,6416940.95,2355153.89,751902.04,1848954.24,6478228.47,1459272.29,2244232.96,3380049.06,3796196.08,4072576,2888362.93,3762314.86,2770066.54,4869421.93,3248243,4178880.95,2873018.13,4295026.78,4561311.18,3343895.65,2458149.46,2926774.17,3239855.78,3707448.26,2858601.86,88548973.44
DRYCLEANER INSURANCE PREMIUMS,,,58900,369825,441980,446400,969510.5,1185847.5,1119800,1026200,1024100,883400,760100,597900,600750,595150,597200,539094,560317,489341.34,442314.48,419556.07,372985.63,332363.01,323780,395320,14552134.53
DRYCLEANERS ENVIRON RESPONSE,,2065399.6,,,,,,,,,,,,,,,,,,,,,,,,,2065399.6
DUI/CIRCUIT CLERK,,,,,,,28480.66,14363.06,14333.8,17031.76,14803.57,13893.8,9823.8,14708.47,13910.59,9278.04,6334.21,7080.46,10012.14,3925.74,4716.8,2097.5,1978.11,1668.11,1450.63,1320.77,191212.02
DWS ESG LIQUIDITY PRIME,,,,,,,,,,,,,,,,,,,,,,,,46660.73,46344.12,897275.2,990280.05
E ST LOUIS FINANCE AUTH,,,,,,,,,,,,,,,,,,,,,,,,,41666.67,,41666.67
EARN FARE EMPLOYMENT TRAINING,,,,,,,9250,4650,4500,3350,2700,3100,1800,2700,900,1200,200,800,1350,950,100,,,,,,37550
EARNFARE EMPLOYMENT/TRAINING,624480.04,896115.39,1525264.13,1099712.83,673906.17,600747.31,2608.08,21203.39,13312.23,10116.93,6926,3428.87,1161.66,745.62,2072.72,321,,,,,127,298,893.2,1407,5685.55,3801.74,5494334.86
EBT FUNDS,535082.88,675264.46,549025.2,456457.11,141089.55,61104.38,20856.6,79668.02,199807.05,277503.87,206547.23,48924.44,1784.69,2913.3,863.69,870.56,3117.57,7553.49,10985.21,65705.49,174050.39,275480.03,212547.56,17006.18,12727.08,100499.02,4137435.05
ELECTRIC DEVICE MONITOR SYS,277965.03,389394.33,271153.8,261190.25,37694.46,27999.57,1596.03,,,,,,5760,5286.42,,,,,2895,802.5,417.5,1993.5,2235,6200,3962.5,1220,1297765.89
ELECTRONIC RECYCLING PENALTY,,,,,,,,,,,,,,,,,11904.84,,,,,,,,,,11904.84
ELEVATOR SAFETY & REG ACT,,,,,,,,,,,,,7500,15000,,,,,,,,,,,,,22500
EMANCIPATION FUNDS/PROVIDERS,,,,,,,,,,,,,,,,,,586997,,,,,,,,,586997
EMERGENCY REVOLVING FUND,26509.3,18513.74,18325.13,27735.21,10746.47,3642.07,2824.94,6290.98,12957.36,17187.88,12507.12,3886.73,5815.61,14252.17,137.23,208.42,47.14,45.4,1824.36,,16.06,,,,,,183473.32
EMPLOYEE REIMBURSEMENTS,,,,,,,176.5,,,,,3275.62,5291.08,7813.78,,,,,,,,,,,,,16556.98
EMPLOYEE VACATION/SICK REPAY,,889,,,,,,,,,,,,,,,,,,,,,,,,,889
EMS AMBULANCE COMPANIES,16800,1605,,,7000,2500,1500,4500,1500,,,,,,,12500,75350,204000,,,70000,161250,1500,,10000,,570005
ENCOUNTER DATA PENALTY PMTS,,,,,,,,,,,,,,,,,,,300000,1250000,1987500,1175000,350000,705000,728720.07,7239341.04,13735561.11
ENERGY REBATES,,,,,,,,,,,,,,,,,,,,,,,234824,34769,374359.52,125921.62,769874.14
ENVIRONMENTAL HEALTH,,,2050,7520,,,,,,,,,,,,,,,,,,,,,,,9570
EPIDEMIOLOGICAL STUDY,58658.89,188075.04,181192.83,67223.83,125031.45,49982.79,120189.54,163764.2,192730.72,118732.1,161003.44,29540.2,179782.75,206721.08,228996.98,185419.18,178248.78,175021.17,92921.9,319557,210893.73,176821.57,45587.73,,,,3456096.9
ESCROW INTEREST INCOME,,576541.25,1452980.92,2029096.13,854749.12,47897.3,,,,,,,,,,,,,,,,,,,,,4961264.72
EUCATION SERVICES,,,,,,,,,,30,,,,,,,,,,,,,,,,,30
EVERGREEN MONEY MARKET FUND,,,,,,20743.86,124080.98,264141.75,552980.54,742902.23,228058.46,,,,,,,,,,,,,,,,1932907.82
EXCESS FUNDS,6181700,6219648,6623885,7502712,5000000,,,,,3036819,1012277,,,,,,,,,,,,,,,,35577041
EXECUTIVE MANSION,96032,108788.5,149793.89,136565,129156.95,92269.36,77109.44,97835,112087.4,92458.75,114676.28,42999.24,27.05,,,,,18830,3253.87,2448,,,9450,800,,3587.5,1288168.23
F.N.M.A. DEBENTURES,1858366.39,832061.99,3363685.14,5863282.87,2598535.56,1331420.06,1788502.13,2277515.76,2251652.89,6534662.86,21140004.05,23345675.41,5530450.36,3445985.43,6051293.53,9211428.56,7294353.68,4907145.67,2388728.34,976996.53,2968904.21,2185465.79,3778790.79,164048.84,57549.23,147892.28,122294398.4
FAIR SHARE DUES NON MEMBER,97369.9,105827.39,85765.35,66816.9,68208.69,65812.24,62758.66,62544.09,64704.22,43937.68,4200.05,36640.16,33781.95,,,,,,,,332.5,,,,,,798699.78
FAMILY PRACTICE SCHOLARSHIPS,216269.63,360454.05,464973.68,561936.97,434978.67,243821.96,440649.49,103092.51,101073.32,293453.28,429174.64,265581.83,393304.56,298546.35,315739.64,244610.23,258083.9,178534.78,189269.12,134114.22,137322.48,127006.2,115773,111827.67,77283.76,20182.3,6517058.24
FARM CREDIT BANK BONDS,5248244.79,4053856.06,7833102.16,19939668.84,15684554.41,8132259.1,2955023.42,1567887.05,7415135.65,11957130.11,13417667.72,3241943.52,55630.1,,,,,,,,,,,,,,101502102.9
FARM INCOME,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,12000,12000,12000,12000,12000,13600,8160,,,,,189760
FARMER MAC ACCOUNT,,,,,,,,,,,,,68445,,,,,560033.33,512400,1333884.03,2521130.56,7416697.79,8058809.67,1091939.98,11396.5,,21574736.86
FARMER MAC DISCOUNT NOTES,,,,,,,,,,,,,,,,,,,70277.78,,191111.11,,247500,1239.58,,,510128.47
FCRTC ISTHA GEN MMF,,,,,,,,,,,,,,,,,,,,,,457120.25,1034375.14,82228.42,522191.89,26464087.43,28560003.13
FCRTC ISTHA REV MMF,,,,,,,,,,,,,,,,,,,,,,89850.78,253708.69,11950.69,20117.56,1919175.78,2294803.5
FDIC GUARANTEE NOTES,,,,,,,,,,,,670517.88,3296444.84,1823046.28,114712.73,625214.77,,,,,,,,,,,6529936.5
FED FARM CREDIT BANK NOTE,,,,863972.21,509287.5,,,,,,949961.55,903724.79,1046996.95,,307232.32,830730.61,1635546.77,2938729.38,884049.04,529018.04,1307202.08,3956008.2,3745882.9,1190608.1,172231.92,4008299.98,25779482.34
FED FARM CREDIT DISC NOTE,,500529.2,349066.67,1761850,,,,,,,,,,,,,,1611.11,,,,,,12972.22,30722.22,2202118.61,4858870.03
FED HOME LOAN BANK NOTE,144822.22,734644.44,3432359.57,22410854.34,13295088.02,3937571.24,2821328.18,2828506.52,4120407.02,7016711.83,27795150.51,18633306.87,2517246.26,1392663.92,2152086.71,1194680.58,2171715.41,5684733.4,4187041.46,1528247.96,5980864.56,8133464.52,15537074.29,1664830.5,333875.04,10113030.14,169762305.5
FED HOME LOAN MORT CORP DISC,131522.22,1230645.83,1101416.67,8189647.32,6059533.32,1172258.55,3031181.75,71883.33,592094.78,,,649703.71,173891.62,225704.18,66710.57,,,16000,2777.78,2415118.17,1130972.23,1997956.69,2360895.84,346500,,,30966414.56
FED HOME LOAN MORT CORP NOTE,464347.22,318208.78,,,854057.78,1418257.5,1638414.24,1911097.77,2323173.57,3603982.05,19086371.21,12553713.45,5500779,3012308.33,2296814.26,1687440.48,4420850.74,5966854.23,2969118.62,2201668.55,4298580.5,14667229.53,8726303.3,1233578.78,349614.19,976068.63,102478832.7
FEDERAL TAX OFFSETS,,,,,,,46733306.51,47076640.74,47045245.93,56569557.23,78685687.88,85246956.06,67126752.93,66420593.84,65379412.11,56299255.28,57129975.25,55624918.81,54035275.75,49529455.24,49325733.63,47683200.1,128070191.7,67952728.72,74952543.4,64962972.02,1265850403
FEDERAL/LOCAL AIRPORT,40629.23,88690.85,107827.5,76098.07,66938.76,49463.73,149373.84,198181.63,446155.43,277305.57,159218.24,104134.85,34276.38,13246.78,42568.57,132660.13,68543.45,103414.56,20087.24,5156.38,1731.73,7598.73,,309,500,,2194110.65
FEDERATED MMF-TREASURY CURVE,,,,,,,,,,,164074.8,1111142.48,396538.59,12905.33,,,,,,,,,,,,,1684661.2
FEDERATED MONEY MARKET FUND,1438069.61,1205714.43,625384.04,,33713.53,1644630.63,1448521.86,646619.15,1749287.05,2544168.16,2429517.27,,,,,,,,,,,,,,,,13765625.73
FFCB PLACEMENT (LT),,,,,16434.56,46193.39,36015.22,17505.35,18597.44,12164.14,821.33,1680,840,,,,,,,,,,,,,,150251.43
FHLB NOTES - ISTHA,,,,,,,,,,189180.55,1811027.09,329203.2,21875,,100000,,,,,,,,,,,,2451285.84
FHLMC TOLL HGWY-I-PASS ESCROW,,,,,,,,,,148520,882592.5,147125,28125,391878.33,80205,,,,,,,,,,,,1678445.83
FIELD SERVICES,51.15,84.11,82.44,157.08,535.7,787,970,,66.37,1584.53,1060,16.7,,11,146.72,594.29,2276.48,11.2,75,456.85,106.9,19.28,,,,,9092.8
FIFTH THIRD CLEARING REPO,,,,,,,,,,,,,1768.1,2614.43,3010.78,2924.28,3783.09,5121.9,5098.78,4532.86,4688.48,5704.97,2132.21,,,,41379.88
FIN INSTITUTIONS DATA,,,,,,,4491384.74,4458653.23,5304991.29,6748411.92,8170625.21,6164301.48,3900108.03,3254314.63,5967929.24,4045739.93,3623826.83,3927273.33,4270649.73,4685422.19,4297564.84,3772687.63,3156240.95,1824920.45,2825118.15,1732815.6,86622979.4
FINES & PENALTIES,,,,,,,,,,,,,,,91485,95965,74575,63579,48047,46550,37078,39896,32150,22867,31613.9,28007,611812.9
FINES & PENALTIES/VIDEO GAMING,,,,,,,,,,,,,,,,100,332650,296262.64,669093.03,339009.32,819583.9,301988.67,105792.18,159111.11,78600,326197.52,3428388.37
FINES/PENALTY OR VIOLATIONS,2413184.76,2374939.92,2635104.95,4412314.11,4238761.83,3788425.32,14789545.15,5605962.51,20816220.47,8008794.37,10047981.85,9017445.42,9812192.03,10714380.6,10251354.65,13070047.29,12457481.21,14492365.88,12134152.38,9819649.62,10379558.69,11721389.17,12135772.75,12742360.49,10831812.6,10129311,248840509
FIRE PREV FINES & PENALTIES,,,,,,,,,,,,,,,,,,,,11000,,1,,375000,,,386001
FISHING/CIRCUIT CLERK,77924.53,88071.24,76717.92,98154.62,99371.82,95084.25,80572.28,96901.74,110961.2,104656.8,107567.31,93904.51,111533.78,106423.96,104230.44,83958.24,115016.58,114240.69,92803.03,96692.38,78375.91,64234.57,27135.09,16293.65,14027.77,7369.81,2162224.12
FISHING/CONFISCATED FISH,,,,,,,,,,,140,,,135.19,,,,264.4,,,374,,50,,,,963.59
FISHING/POLLUTION FINES,26537.96,2737.8,4739.22,30572.73,24158.6,4872.41,15311.89,1382.28,6282.65,3652.37,,22576.22,12376.86,24424.9,2268.33,17850.93,2400,13096.4,41463.19,37081.87,8892.38,145385.29,29716.78,362720.13,48418.68,,888919.87
FLORIDA DEPT OF EDUCATION,,,,,,,,,,,,,,,,,25468.53,21064.55,,,,,,,,,46533.08
FNMA DISCOUNT NOTE,,,,,,,,,,,,,,,,,,,,575902.61,267152.78,99395.83,,,,,942451.22
FNMA-TOLL HGWY-I-PASS ESCROW,,,,,,,,,,,561674.83,260379.75,5372.5,12875,,,,,,,,,,,,,840302.08
FORFEITED OR SEIZED PROPERTY,476500,11314.32,509.5,,593982.1,,5000,500,,11239.31,410840.19,533248.06,7000,1790480.71,1461413.27,1395436.59,691322.9,409048.47,1415286.87,2178496.62,1114172.26,373389.17,1083978.07,1195543.48,897296.85,374715.27,16430714.01
FORMULARY REBATES,,,,,,,,,,,,,,,,,,,,,,83078327.87,96475913.54,109664921.3,137173645,171181187.1,597573994.8
FRAMEWORK PROJECT-IDVA,,,,,,,,,,,,,,,,,,,,,,,,,,6313,6313
FSMA DISCOUNT NOTE,135236.11,1738346.53,4341002.78,7135726.11,7471248.44,1074355.55,2619895.22,2012770.68,,,,1170708.96,343687.05,714375.66,217638.74,66263.92,,,,,,,,,,,29041255.75
G. O. BOND ESCROW ACCOUNT,,,,,20643.3,1732026.01,,2745248.24,,,,,,,,,,,,,,,,,,,4497917.55
G.O. ESCROW ACCOUNT,92402.95,414.11,,,,,,,,,,,,,,,,,,,,,,,,,92817.06
GALLAUDET UNIVERSITY,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,60000
GENERATING COMPANIES,,,,,,,,,,,25000000,,,,,,655332.61,,,,,,,,,,25655332.61
GINSENG HARVESTER VIOLATIONS,,,,,,,,,,,,,,,,,,,,,19347.59,3509.93,1648,962,314.25,1009.27,26791.04
GOLDMAN SACHS MM TREASURY CURV,,,,,,,,,,,,5295322.67,745833.46,10423.91,15303.54,91528.44,2641.71,,,,,,,,,,6161053.73
GOLDMAN SACHS MM TRSRY CURVE,,,,,,,,,,,355045.36,,,,,,,,,,,,,,,,355045.36
GOLDMAN SACHS MONEY MARKET,3271913.14,2787959.55,1204819.87,2706777.14,1183967.49,1647770.33,1098698.63,999775.95,1677567.86,2591085.83,3080474.15,,,,,,,,,,,,,,,,22250809.94
GOLDMAN SACHS-DREXEL HMLTN MMF,,,,,,,,,,,,,,,,,,,,,,617707.8,2163396.02,306153.93,1511792.27,17370641.08,21969691.1
GRANTEE INT. INCOME - REFUNDED,,,,,,,1112.35,,,,,,,,,,,,,,,,,,,,1112.35
GRANTEE INTEREST INCOME,23232.82,503207.64,597126.54,6227466.34,10732158.69,7023805.35,6544532.62,705431.21,553767.03,1050591.39,835415.87,79312.79,33310.83,312216.48,144025.2,17683.65,56471.43,372706.99,50196.48,34209.88,8953.71,,6058.74,1962.23,25167.26,12945.01,35951956.18
HAZARDOUS MATERIALS PENALTY,586950.25,458327,480976,527517.5,618802.75,525479.5,390254,507733.74,551381,421193,423981,241805.16,890676.23,467111.76,745954.59,731733.91,426414.2,596017.81,179514,238275,155395,44945,34780.5,9535.5,35468,42785.5,10333007.9
HMO-NON IRS DEPNDNTS (PY),,,,,,,,,,,,,254542.64,95983.17,119803.08,130589.91,158682,103468.77,85405.5,62542.66,47812.5,40201.5,40127.5,51548.5,46516,48705,1285928.73
HMO-NON IRS DEPNDNTS (RE),,,,,,,,,,,,,37548.22,19260,28594,36002,2010,1356,1260,534,,,,,44915.76,,171479.98
HMO-UNIV/LCL NON IRS DEPNDS,,,,,,,,,,,,,5738513.26,7465868.98,7747014.47,9113646.67,21630826.83,14670328.56,17810012.56,16275915.09,16312559.19,19677467.56,12746563.81,14995636.13,15194805.1,15210841.92,194590000.1
HONEYWELL SETTLEMENT,,,,,,,30000,,,,,,,,,,,,,,,,,,,,30000
HORSE RACING - ADW,,,,,,,,,,,,,,,,,,,,,,1176503.95,3963780.4,5755078.35,5067092.24,4490021.39,20452476.33
HORSE RACING - TRACKS,,,,,,,,,,,,,,,,,,,,,,573084.27,1474394.43,1081879.15,1734472.73,1750733.43,6614564.01
HORSEMEN-THOROUGHBRED,96932,82500,95850,69740,118995,112688,103043.84,117975,118395,110475,73880,83625,101025,101801,,,,,,,,,,,,,1386924.84
HOSP PROV PPR PENALTIES,,,,,,,,,,,,,,,,,,15873069.95,1786522.95,7190715.27,1622325.65,142291.79,,,,,26614925.61
HOUSE OPERATION MINORITY,1603.17,1708.32,2161.48,1891.6,2925.64,1610.43,1065.76,453.24,287.92,215.15,238.73,136.13,343.43,32,40.81,123.04,39.04,18.24,75,60.6,12.14,23.2,15.6,,185.15,939.54,16205.36
HUMAN SERVICES,,,,2228994.36,96421,3203000,50000,6351562.71,22450000,7709817.02,10254182.98,6038837.34,4359403.36,5425093.08,7960701.06,5356731.87,5926684.3,15976412.5,8176548.62,4375898.31,7496464.86,11876586.32,5548349.67,5804873.96,1637117.42,29976813.94,178280494.7
HUNTING/CIRCUIT CLERK,155169.22,156817.7,143740.01,158823.78,181177.98,185432.1,159207.77,165894.92,218522.6,201007.1,186781.42,170084.98,231486.65,198715.3,203032.41,192969.25,249688.42,183646.2,185207.2,171206.46,157552.37,181317.96,81973.39,157921.82,123740.1,179910.27,4581027.38
HUNTING/CONFISCATED FUR,1625.01,,,,,,,,,,,,,,,,,,,,,,,,,,1625.01
HUNTINTON BANK-CHLDSUPPEFT MMF,,,,,,,,,,,,,,,,,,,,,,4014.34,559.37,1.18,81.53,8699.54,13355.96
HUNTINTON BANK-CLEARINGFND MMF,,,,,,,,,,,,,,,,,,,,,,,0.3,,131.39,917.86,1049.55
HUNTINTON BANK-DEFLOTT 978 MMF,,,,,,,,,,,,,,,,,,,,,,3335.43,312.24,2.43,82.05,16030.59,19762.74
HUNTINTON BANK-ISTHACLRFND MMF,,,,,,,,,,,,,,,,,,,,,,8.81,323.27,187.76,2317.2,43968.5,46805.54
HUNTINTON BANK-ISTHAGEN 455MMF,,,,,,,,,,,,,,,,,,,,,,,8500.33,,0.34,,8500.67
HUNTINTON BANK-ISTHAREV 455MMF,,,,,,,,,,,,,,,,,,,,,,300.76,6.68,44.27,,,351.71
HUNTINTON BANK-REGULAR FND MMF,,,,,,,,,,,,,,,,,,,,,,20120.12,1564.72,299.39,215.84,3066.51,25266.58
HWY SIGN MAINT-PRIVATE SECTOR,,,,,,,,4098.22,876070,967280,971980,1053168,1089372.5,1088994,1116105,1149160,1161210,1208310,1223370,1238510,1255494.5,1256923,1209011,1301162.59,1338600.47,1297211.04,20806030.32
IBA. ESCROW TRUST FUND,20500,,,,,,,,,,,,,,,,,,,,,,,,,,20500
ICN COMMUNITY COLLEGES,,,,,641.54,52800.96,70114.36,12508.5,,,,,,,,,,,,,,,,,,,136065.36
ICN HEALTH INSTITUTIONS,,,,,,66493.2,177514.38,35827.6,,,,,,,,,,,,,,,,,,,279835.18
ICN INTERMEDIATE SVC CNTRS,,,,,,6066.6,,,,,,,,,,,,,,,,,,,,,6066.6
ICN LIBRARIES,,,,,,21763.62,45845.7,12439.22,,,,,,,,,,,,,,,,,,,80048.54
ICN MUNICIPAL GOVERNMENT,,,,,,322610.81,441632.99,75959.58,,,,,,,,,,,,,,,,,,,840203.38
ICN MUSEUMS,,,,,,9780,6715.77,1091.56,,,,,,,,,,,,,,,,,,,17587.33
ICN OTHER,,,,,,332451.32,244270.66,33479.48,,,,,,,,,,,,,,,,,,,610201.46
ICN OTHER PUBLIC ED FACILITIES,,,,,,,869.72,132.15,,,,,,,,,,,,,,,,,,,1001.87
ICN OTHER ST FUNDED SCHOOL,,,,,,12805,13065,1885,,,,,,,,,,,,,,,,,,,27755
ICN PRIVATE COLLEGES & UNIV,,,,,,257244.89,424271.78,64819.82,,,,,,,,,,,,,,,,,,,746336.49
ICN PRIVATE K12 SCHOOLS,,,,,,13621.46,31281.19,4841.3,,,,,,,,,,,,,,,,,,,49743.95
ICN PUBLIC COLLEGES & UNIV,,,,,1492.87,337119.7,532962.09,98336.45,,,,,,,,,,,,,,,,,,,969911.11
ICN PUBLIC K12 SCHOOLS,,,,,,272707.1,61965.23,13363.87,,,,,,,,,,,,,,,,,,,348036.2
ICN REGIONAL OFC OF EDUCATION,,,,,,90,1600,90,,,,,,,,,,,,,,,,,,,1780
ICN SPECIAL ED FACILITIES,,,,,,7810,12050,2260,,,,,,,,,,,,,,,,,,,22120
ICN SPECIAL PURPOSES FUND,,,,,,,1416160.14,,,,,,,,,,,,,,,,,,,,1416160.14
I-CYCLE SALES,,,,,,,,,,,,,,,,,,,,,,38749.33,11258.5,9763.04,292,581,60643.87
IDAPP LOAN SALE PROCEEDS,,,,,,,,,,26529500,27000000,,,,,,,,,,,,,,,,53529500
IDOR E-PAY ACCOUNT,,,,,,,,,,,,,483.08,1896.15,2095.09,3532.7,1033.3,1245.9,17921.83,97965.64,329572.96,791012.26,755332.35,62782.95,95991.31,2320304.39,4481169.91
IFTA AUDIT REIMBURSEMENTS,20313.08,8320.55,,2786.12,1125.87,9081.31,8514.87,8708.93,157.5,,,4586.18,,,972.22,,,,,,,,,,,,64566.63
IL CLERK OF CIRCUIT COURT,,,,,,,1280743.69,787085,830330.21,785568.24,1000602.32,914357.47,773150.39,582348.35,424642.3,316517.67,281190.46,259174.8,443660.93,611335.78,670738.31,400166.31,309268.48,988656.7,89543.66,,11749081.07
IL DEPT OF REVENUE,,,,,,,6600014.94,12070820.07,14311594.2,12635824.78,4286352.31,1680,,648.08,,,,,,,,,,,,,49906934.38
IL ENVIRON. PROTECTION ACT,,,,,,,,103846,,,,,,,,,,,,,,,,,,,103846
IL ENVIRONMENTL PROTECTION ACT,,,,,,,,,,,,,,,,,,,,6224731.61,1141373,490,569118.9,,,,7935713.51
IL FUNDS - SOS E-PAY,,,,,,,,,148319.11,3006960.91,5006597.51,2040556.12,361357.28,290068.16,163950.99,294192.92,43861.95,25936.36,191333.62,740332.09,1551340.22,2606937.12,2377209.05,290709.72,282531.19,7019858.61,26442052.93
IL FUNDS ACH SETTLEMENT,,1370.23,1177.79,1303.47,448,,,,,,,,,,,,,,,,,,,,,,4299.49
IL FUNDS CLEARING MMF,,,,,1220435.37,76125.23,55925.37,92981.1,193665.69,257209.73,183770.84,53742.75,6749.39,6476.31,3325.22,4051.31,845.29,759.52,24122.79,764870.15,2826883.1,4026443.67,3685380.33,298942,567733.56,12552157.65,26902596.37
IL FUNDS MMF - E-PAY ACCOUNT,,,,,,,17.13,19401.55,194487.5,587861.92,749560.47,273386.87,91561.6,116883.67,45633.83,74318.81,33885.28,32781.22,208643.04,1008538.29,1881583.52,3693427.97,2553139.73,316869.51,356104.99,8685462.05,20923548.95
IL FUNDS MMF ISTHA-CLEARING,,,,,,,,,,6063.95,,4258.23,,,,,,,,,,,,,,,10322.18
IL FUNDS MMF ISTHA-GENERAL,,,,,,,,,,134899.78,,44096.08,,,,,,,,,,,,,,,178995.86
IL FUNDS MMF ISTHA-REVENUE,,,,,,,,,,2751.48,,1064.32,,,,,,,,,,,,,,,3815.8
IL FUNDS TOLL HGWY E-PAY CLEAR,,,,,,,,,,,,,,0.5,3.16,7.46,1.64,0.69,14.99,126.96,390.24,168.95,197.35,1.68,7.31,615.15,1536.08
IL FUNDS-CHILD SUPPORT E-PAY,,,,,,,,,,3649.88,3595.02,1158.82,200.36,229.27,24.94,29.95,5.32,,,,,,,,,,8893.56
IL FUNDS-CIVIC CNTR BONDS 1991,,,,,,,762.93,3301.5,6874.89,5351.7,,,,,,,,,,,,,,,,,16291.02
IL FUNDS-IDFPR E-PAY,,,,,,,,,,46771.85,420653.39,342956.14,47331.57,71563.74,58088.42,91521.48,22438.63,28573.87,229972.67,549449.93,727125.6,1874127.88,1844164.93,75893.15,203649.5,2227515.9,8861798.65
IL MORTGAGE PILOT PROGRAM,19033.68,,,,,,,,,,,,,1223683.24,4988937.92,,,,24651.78,32723.32,33131.32,32568.65,19641.02,,,,6374370.93
IL TECHNOLOGY DEVELOPMENT ACCT,,,,,,,,,,,,,,,,,45709.87,,13705.88,,,9860,,8764,30036,19501,127576.75
ILLINOIS GRAIN INSURANCE CORP,,,,,,,2000000,2000000,,,,,,,,,,,,,,,,,,,4000000
INB ADLT USE CANNABIS CASH TAX,,,,,,,,,,,,,,,,,,,,,,,78.68,5.41,8.42,806.54,899.05
INB CLEARING MONEY MARKET,,,,53248.74,14283.57,3720.56,3833.07,9960.82,16732.12,11398.09,5395.85,1301.4,30.78,19.81,3.49,3.52,3.51,4.3,3.85,47.66,814,3151.54,2950.54,22.88,78.72,2952.17,129960.99
INB IDOR LOCKBX MMF SWEEP INCM,,,,,,,,,,,,,,,,,,,14.13,294.14,2324.83,9864.9,5109.09,48.79,333.06,19828.87,37817.81
INB-DHS LOCKBOX MMF SWEEP,,,,,,,,,,,,,,,,,,,9.86,225.09,1918.56,3882.3,3572.37,16.57,19.96,,9644.71
INB-MEDICAL CANNABIS CASH,,,,,,,,,,,,,,,,,,,,0.14,867.94,2893.42,4174.38,2.81,8.59,858.32,8805.6
INCOME TAX-COURT ORDER DISTRIB,,,,,403759.24,,,,,,,,,,,,,,,,,,,,,,403759.24
INDUSTR DEVELOP AUTH BONDS,608333.33,608333.33,608333.33,,,,,,,,,,,,,,,,,,,,,,,,1824999.99
INFANT FORMULA REBATES,,,,,,,,,67189556.35,68174202.71,77396131.09,77655885.58,72071596.26,73570333.25,72502010.57,71991683.54,75701171.31,73251255.56,69464512.95,68640861.32,65171771.74,63585764.35,58536453.98,50283491.36,45330249.49,46104411.63,1196621343
INMATE MAINTENANCE RECOVERED,1416496.22,1693459.55,1703564.76,1966474.76,1967648.83,1409504.2,1421955.38,1448530.77,1393493.81,1783260.38,1794701.8,1696309.25,1137748.19,1433709.51,1798261.01,1411721.21,1104342.93,1454537.37,1287649.84,1238634.43,1158437.91,1687372.99,1432602.06,72525.29,,,34912942.45
INS PREMIUM REIM-EMPLOYERS,8607920.53,4470140,,,,,,,,,,,,,,,,,,,,,,,,,13078060.53
INS PREMIUM-LOCAL GOVERNMENT,46142510.85,57332150.36,71355682.13,86126076.33,86907652.32,82816720.76,73309607.07,67536470.94,59051762.16,63829492.55,60110718.49,55330410.77,52102691.58,53564111.66,45769038.83,38539672.95,35612916.84,37427966.7,39580779.48,44087768.85,45189463.16,45074783.48,40644756.53,35970334.37,31532506.16,35341446.89,1390287492
INS PREMIUM-RETIRED TEACHERS,38078555.49,40112371.51,43817377.25,51623184.5,71622521.28,78064579.16,93310746.11,103729812.3,120714124.1,128579562.3,140247695.7,148958894,151257920.6,162784952.1,165917976.5,175303828.5,157482534.4,124337470.2,124900258.5,126844879.1,131313256.6,131433504.6,129412338.8,124890743.1,114910718.4,93488415.75,2973138221
INS PREM-OPTIONAL LIFE,23838392.22,24161855.27,25315495.92,26267460.15,20821167.71,20283000.85,20082577.48,22572180.91,25725193.17,28218791,29054661.1,31058794.34,32308085.75,33528710.15,33143295.19,33102777.53,35198761.64,35660231.01,35513092.06,33480515.39,31409914.37,24902573.19,24589744.32,26036314.67,27441012.77,28063974.16,731778572.3
INS PREM-OPTIONAL LIFE/UNIV,7286854.67,9424247.51,10186336.1,12259550.79,9752543.98,10097233.16,13329892.08,11309845.58,14048372.22,13267069.39,13550453.33,16907375.11,15862826.64,15773842.04,14956041.08,15770003.18,16570986.52,16347906.16,16207127.19,17321789.86,16856352.49,15134820.66,15644354.07,16689281.27,17004167.73,18360055.33,369919328.1
INS PREM-TEACHER DIRECT PAY,32067275.05,33618826.39,35829579.01,38094558.98,62129967.19,88760854.4,107342398.8,117014044.2,135096556.1,147389951.7,158927333.9,168864036,174964096,184308680.3,184365453.5,171916946.9,182083130.2,191952604.9,201947747.6,211637770,225312167.5,241815759.2,240737462.5,254422470.8,203982607.4,195751842.2,3990334121
INSURANCE CLAIMS REIM,2951.73,26988.65,5064.83,4140.77,3811.25,10385.65,,3903.37,10335.85,5119.46,4415.47,3117.29,6704.43,3627.86,10312.66,13088.93,11035.78,170791.78,201398.92,221497.44,140081.18,147597.03,134680.72,186681.16,187264.42,113409.52,1628406.15
