fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2020,0001,492,0641,0,9999,TENNESSEE VALLEY AUTHORITY,103519.7,rev ioc 03.11.2020,GENERAL REVENUE,REVENUE,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2022,0298,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",103214.79,NA,"NATURAL AREAS ACQUISITION","NATURAL RESOURCES",NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0670,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,103098.22,NA,FEDERAL TITLE IV FIRE PROT,"NATURAL RESOURCES",NA,NA,0670,0670,0,NA,1,FEDERAL TITLE IV FIRE PROT,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0980,497,0618,0,9999,HEALTH AND HUMAN SERVICES,102416.06,rev ioc 03.11.2020,MANTENO VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0980,0980,0,NA,1,MANTENO VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0001,444,0672,0,9999,FAMILY VIOLENCE PREVENT/SERV,100000,rev ioc 12.11.2019,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,FAMILY VIOLENCE PREVENT/SERV,57,Federal - Other,NA,NA,NA
2020,0894,422,1952,0,9999,DEPT OF HOMELAND SECURITY-FEMA,99999,rev ioc 03.11.2020,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,DEPT OF HOMELAND SECURITY-FEMA,57,Federal - Other,NA,NA,NA
2020,0988,340,0647,0,9999,"TREASURY, DEPARTMENT OF",99573.32,rev ioc 03.11.2020,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,"TREASURY, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0608,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",98672.58,rev ioc 12.11.2019,PARTNERS FOR CONSERVATION,"NATURAL RESOURCES",NA,NA,0608,0608,0,NA,1,PARTNERS FOR CONSERVATION,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0434,528,0629,0,9999,U S DEPARTMENT OF JUSTICE,97551.3,rev ioc 12.11.2019,COURT OF CLAIMS ADMIN & GRANT,COURT OF CLAIMS,NA,NA,0434,0434,0,NA,1,COURT OF CLAIMS ADMIN & GRANT,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0001,492,0641,0,9999,TENNESSEE VALLEY AUTHORITY,95816.8,rev ioc 12.11.2019,GENERAL REVENUE,REVENUE,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2022,0991,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,95523.84,NA,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",NA,NA,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0523,426,2002,0,9999,DEPT OF JUSTICE-FORFEITURES,94651.69,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,DEPT OF JUSTICE-FORFEITURES,57,Federal - Other,NA,NA,NA
2022,0405,526,0728,NA,NA,SBE FED DEPT OF EDUCATION,94500,NA,DEAF AND HARD OF HEARING SPECI,DEAF & HARD OF HEARING COMM,NA,NA,0405,0405,0,NA,1,DEAF AND HARD OF HEARING SPECI,I,State Trust Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2021,0001,492,0641,NA,NA,TENNESSEE VALLEY AUTHORITY,94118.87,NA,GENERAL REVENUE,REVENUE,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2021,0063,482,0720,NA,NA,SPECIAL PURPOSE TRUST FUND,93279.91,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,G,FEDERAL TRUST FUNDS,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,SPECIAL PURPOSE TRUST FUND,57,Federal - Other,NA,NA,NA
2020,0988,340,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,92983.28,rev ioc 03.11.2020,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0440,406,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",92557.91,rev ioc 12.11.2019,AGRICULTURAL MASTER,AGRICULTURE,NA,NA,0440,0440,0,NA,1,AGRICULTURAL MASTER,I,State Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0359,692,2732,NA,NA,BOARD OF HIGHER EDUCATION,89765.11,NA,IMSA SPECIAL PURPOSES TRUST,IL MATH AND SCIENCE ACADEMY,I,STATE TRUST FUNDS,0359,0359,0,NA,0,IMSA SPECIAL PURPOSES TRUST,I,State Trust Funds,0,0,BOARD OF HIGHER EDUCATION,57,Federal - Other,NA,NA,NA
2022,0001,492,0641,NA,NA,TENNESSEE VALLEY AUTHORITY,89153.19,NA,GENERAL REVENUE,REVENUE,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2021,0523,425,1877,NA,NA,SBE-FED DEPT OF AG-BRKFST REIM,87970.18,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED DEPT OF AG-BRKFST REIM,57,Federal - Other,NA,NA,NA
2020,0434,528,0629,0,9999,U S DEPARTMENT OF JUSTICE,87310.24,rev ioc 03.11.2020,COURT OF CLAIMS ADMIN & GRANT,COURT OF CLAIMS,NA,NA,0434,0434,0,NA,1,COURT OF CLAIMS ADMIN & GRANT,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0041,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",83161.4,NA,WILDLIFE & FISH,"NATURAL RESOURCES",NA,NA,0041,0041,0,NA,1,WILDLIFE & FISH,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0434,528,0629,NA,NA,U S DEPARTMENT OF JUSTICE,81194.63,NA,COURT OF CLAIMS ADMIN & GRANT,COURT OF CLAIMS,NA,NA,0434,0434,0,NA,1,COURT OF CLAIMS ADMIN & GRANT,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0001,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,80710,rev ioc 12.11.2019,GENERAL REVENUE,HEALTHCARE & FAMILY SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0220,418,1381,NA,NA,FEDERAL MONEY VIA OTHER STATE,79637.4,NA,DCFS CHILDREN'S SERVICES,CHILDREN AND FAMILY SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FEDERAL MONEY VIA OTHER STATE,57,Federal - Other,NA,NA,NA
2022,0523,426,1580,NA,NA,SOCIAL SECURITY ADMINISTRATION,76800,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SOCIAL SECURITY ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0909,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",76238,rev ioc 12.11.2019,IL WILDLIFE PRESERVATION,"NATURAL RESOURCES",NA,NA,0909,0909,0,NA,1,IL WILDLIFE PRESERVATION,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0642,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,74346.09,NA,DHS STATE PROJECTS,HUMAN SERVICES,I,STATE TRUST FUNDS,0642,0642,0,NA,1,DHS STATE PROJECTS,I,State Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0065,532,1791,0,9999,IL DOT/U.S. DOT,71234.32,rev ioc 12.11.2019,U S ENVIRONMENTAL PROTECTION,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0065,0065,0,NA,1,U S ENVIRONMENTAL PROTECTION,G,Federal Trust Funds,1,1,IL DOT/U.S. DOT,57,Federal - Other,NA,NA,NA
2021,0670,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",70740.13,NA,FEDERAL TITLE IV FIRE PROT,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0670,0670,0,NA,1,FEDERAL TITLE IV FIRE PROT,G,Federal Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0350,684,0764,0,9999,INDIRECT COST REIMBURSEMENT,70725.75,rev ioc 03.11.2020,ICCB FEDERAL TRUST,IL COMMUNITY COLLEGE BOARD,NA,NA,0350-B,0350,2,NA,1,ICCB FEDERAL TRUST,D,Special State Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0488,546,0747,NA,NA,JUVENILE JUSTICE TRUST,70385.64,NA,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,G,FEDERAL TRUST FUNDS,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,JUVENILE JUSTICE TRUST,57,Federal - Other,NA,NA,NA
2019,0176,350,1578,0,9999,"NATIONAL ARCHIVES",69713.07,rev ioc 12.11.2019,SECRETARY OF STATE FED PROJ,SECRETARY OF STATE,NA,NA,0176,0176,0,NA,1,SECRETARY OF STATE FED PROJ,G,Federal Trust Funds,1,1,"NATIONAL ARCHIVES",57,Federal - Other,NA,NA,NA
2021,0063,482,1480,NA,NA,FEDERAL MONIES VIA MICH. ST. U,66284,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,G,FEDERAL TRUST FUNDS,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,FEDERAL MONIES VIA MICH. ST. U,57,Federal - Other,NA,NA,NA
2021,0405,526,0728,NA,NA,SBE FED DEPT OF EDUCATION,66000,NA,DEAF AND HARD OF HEARING SPECI,DEAF & HARD OF HEARING COMM,I,STATE TRUST FUNDS,0405,0405,0,NA,1,DEAF AND HARD OF HEARING SPECI,I,State Trust Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2022,0826,406,0708,NA,NA,US ENVIRONMENTAL PROTECTION,64600,NA,AGRICULTURE FEDERAL PROJECTS,AGRICULTURE,NA,NA,0826,0826,0,NA,1,AGRICULTURE FEDERAL PROJECTS,G,Federal Trust Funds,1,1,US ENVIRONMENTAL PROTECTION,57,Federal - Other,NA,NA,NA
2020,0523,478,0618,0,9999,HEALTH AND HUMAN SERVICES,64592,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,HEALTHCARE & FAMILY SERVICES,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0905,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,64032,NA,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0434,528,0629,NA,NA,U S DEPARTMENT OF JUSTICE,63535.53,NA,COURT OF CLAIMS ADMIN & GRANT,COURT OF CLAIMS,D,SPECIAL STATE FUNDS,0434,0434,0,NA,1,COURT OF CLAIMS ADMIN & GRANT,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0710,588,0600,0,9999,"COMMERCE,DEPARTMENT OF",63530.08,rev ioc 03.11.2020,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,"COMMERCE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0523,426,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,63431.81,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0405,526,0728,0,9999,SBE FED DEPT OF EDUCATION,63250,rev ioc 12.11.2019,DEAF AND HARD OF HEARING SPECI,DEAF & HARD OF HEARING COMM,NA,NA,0405,0405,0,NA,1,DEAF AND HARD OF HEARING SPECI,I,State Trust Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2022,0894,422,1952,NA,NA,DEPT OF HOMELAND SECURITY-FEMA,62986,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,DEPT OF HOMELAND SECURITY-FEMA,57,Federal - Other,NA,NA,NA
2021,0193,416,2104,NA,NA,MEDICARE PART D,62643.45,NA,LOC GOVT HEALTH INSURANCE RES,CENTRAL MANAGEMENT,I,STATE TRUST FUNDS,0193,0193,0,NA,0,LOC GOVT HEALTH INSURANCE RES,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2019,0345,478,2076,0,9999,IDPH-HHS/CMS,60816.85,rev ioc 12.11.2019,LONG TERM CARE PROVIDER,HEALTHCARE & FAMILY SERVICES,NA,NA,0345,0345,0,NA,1,LONG TERM CARE PROVIDER,D,Special State Funds,1,1,IDPH-HHS/CMS,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0577,416,2104,NA,NA,MEDICARE PART D,60065.96,NA,COMMUNITY COLLEGE HEALTH INSUR,CENTRAL MANAGEMENT,NA,NA,0577,0577,0,NA,0,COMMUNITY COLLEGE HEALTH INSUR,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0523,426,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,59043.26,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0298,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",58752.7,rev ioc 12.11.2019,"NATURAL AREAS ACQUISITION","NATURAL RESOURCES",NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0988,340,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,58464.01,NA,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2021,0988,340,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,58081.86,NA,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,G,FEDERAL TRUST FUNDS,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0269,201,2420,0,9999,STATE JUSTICE INSTITUTE,57506.69,rev ioc 12.11.2019,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,STATE JUSTICE INSTITUTE,57,Federal - Other,NA,NA,NA
2022,0176,350,1578,NA,NA,"NATIONAL ARCHIVES",57174.99,NA,SECRETARY OF STATE FED PROJ,SECRETARY OF STATE,NA,NA,0176,0176,0,NA,1,SECRETARY OF STATE FED PROJ,G,Federal Trust Funds,1,1,"NATIONAL ARCHIVES",57,Federal - Other,NA,NA,NA
2021,0523,426,1580,NA,NA,SOCIAL SECURITY ADMINISTRATION,56843.71,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SOCIAL SECURITY ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0962,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",55179.6,NA,PARK & CONSERVATION,"NATURAL RESOURCES",NA,NA,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0255,452,0764,NA,NA,INDIRECT COST REIMBURSEMENT,54423.89,NA,DEP OF LABOR FED INDIRECT COST,LABOR,NA,NA,0255-B,0255,2,NA,1,DEP OF LABOR FED INDIRECT COST,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0618,402,0760,0,9999,GRANTEE INTEREST INCOME,54013.29,rev ioc 03.11.2020,SERVICES FOR OLDER AMERICANS,AGING,NA,NA,0618,0618,0,NA,1,SERVICES FOR OLDER AMERICANS,G,Federal Trust Funds,1,1,GRANTEE INTEREST INCOME,57,Federal - Other,NA,NA,NA
2019,0063,482,0613,0,9999,EMERGENCY MANAGEMENT AGENCY,52976.67,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2020,0405,526,0728,0,9999,SBE FED DEPT OF EDUCATION,52841,rev ioc 03.11.2020,DEAF AND HARD OF HEARING SPECI,DEAF & HARD OF HEARING COMM,NA,NA,0405,0405,0,NA,1,DEAF AND HARD OF HEARING SPECI,I,State Trust Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2022,0269,201,2420,NA,NA,STATE JUSTICE INSTITUTE,52322.73,NA,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,STATE JUSTICE INSTITUTE,57,Federal - Other,NA,NA,NA
2021,0176,350,1578,NA,NA,"NATIONAL ARCHIVES",51720.01,NA,SECRETARY OF STATE FED PROJ,SECRETARY OF STATE,G,FEDERAL TRUST FUNDS,0176,0176,0,NA,1,SECRETARY OF STATE FED PROJ,G,Federal Trust Funds,1,1,"NATIONAL ARCHIVES",57,Federal - Other,NA,NA,NA
2019,0488,546,1952,0,9999,DEPT OF HOMELAND SECURITY-FEMA,51432.88,rev ioc 12.11.2019,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,DEPT OF HOMELAND SECURITY-FEMA,57,Federal - Other,NA,NA,NA
2022,0273,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,50904.19,NA,ANNA VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0273,0273,0,NA,1,ANNA VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0001,444,0664,0,9999,USDA SUPPLIES COMMODITIES,50829,rev ioc 12.11.2019,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,USDA SUPPLIES COMMODITIES,57,Federal - Other,NA,NA,NA
2019,0488,546,0747,0,9999,JUVENILE JUSTICE TRUST,50372.33,rev ioc 12.11.2019,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,JUVENILE JUSTICE TRUST,57,Federal - Other,NA,NA,NA
2019,0894,422,1952,0,9999,DEPT OF HOMELAND SECURITY-FEMA,50000,rev ioc 12.11.2019,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,DEPT OF HOMELAND SECURITY-FEMA,57,Federal - Other,NA,NA,NA
2020,0736,601,2544,0,9999,SBE FED DEPT OF ED - ILDS,50000,rev ioc 03.11.2020,BHE STATE PROJECTS,BOARD OF HIGHER EDUCATION,NA,NA,0736,0736,0,NA,1,BHE STATE PROJECTS,I,State Trust Funds,1,1,SBE FED DEPT OF ED - ILDS,57,Federal - Other,NA,NA,NA
2022,0523,426,2002,NA,NA,DEPT OF JUSTICE-FORFEITURES,47519.68,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,DEPT OF JUSTICE-FORFEITURES,57,Federal - Other,NA,NA,NA
2022,0904,493,0606,NA,NA,DRUG ENFORCEMENT ADMIN,47077.56,NA,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,DRUG ENFORCEMENT ADMIN,57,Federal - Other,NA,NA,NA
2019,0488,546,1748,0,9999,FED GOVERNMENT/VARIOUS,46837.44,rev ioc 12.11.2019,CRIMINAL JUSTICE TRUST,IL CRIMINAL JUSTICE INFO AUTH,NA,NA,0488,0488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,FED GOVERNMENT/VARIOUS,57,Federal - Other,NA,NA,NA
2020,0523,425,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,46060,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2021,0523,425,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,46060,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2022,0776,506,1748,NA,NA,FED GOVERNMENT/VARIOUS,45800,NA,PRES LIBR & MUSEUM OPERATING,ABE LINCOLN PRES LIBRARY & MUS,NA,NA,0776,0776,0,NA,1,PRES LIBR & MUSEUM OPERATING,D,Special State Funds,1,1,FED GOVERNMENT/VARIOUS,57,Federal - Other,NA,NA,NA
2022,0001,416,1748,NA,NA,FED GOVERNMENT/VARIOUS,45589.4,NA,GENERAL REVENUE,CENTRAL MANAGEMENT,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,FED GOVERNMENT/VARIOUS,57,Federal - Other,NA,NA,NA
2020,0193,416,2104,0,9999,MEDICARE PART D,44471.81,rev ioc 03.11.2020,LOC GOVT HEALTH INSURANCE RES,CENTRAL MANAGEMENT,NA,NA,0193,0193,0,NA,0,LOC GOVT HEALTH INSURANCE RES,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2019,0193,416,2104,0,9999,MEDICARE PART D,44190.56,rev ioc 12.11.2019,LOC GOVT HEALTH INSURANCE RES,CENTRAL MANAGEMENT,NA,NA,0193,0193,0,NA,0,LOC GOVT HEALTH INSURANCE RES,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0608,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",43993.18,NA,PARTNERS FOR CONSERVATION,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0608,0608,0,NA,1,PARTNERS FOR CONSERVATION,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0067,588,0700,0,9999,COUNCIL OF GREAT LAKES GOV,43385,rev ioc 03.11.2020,RADIATION PROTECTION,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0067,0067,0,NA,1,RADIATION PROTECTION,D,Special State Funds,1,1,COUNCIL OF GREAT LAKES GOV,57,Federal - Other,NA,NA,NA
2020,0670,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",42413,rev ioc 03.11.2020,FEDERAL TITLE IV FIRE PROT,"NATURAL RESOURCES",NA,NA,0670,0670,0,NA,1,FEDERAL TITLE IV FIRE PROT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0269,201,2420,0,9999,STATE JUSTICE INSTITUTE,41423.58,rev ioc 03.11.2020,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,STATE JUSTICE INSTITUTE,57,Federal - Other,NA,NA,NA
2020,0001,444,0618,0,9999,HEALTH AND HUMAN SERVICES,41140,rev ioc 03.11.2020,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0001,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",40718.72,NA,GENERAL REVENUE,"NATURAL RESOURCES",A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
